mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__max_depth,param_model__n_estimators,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.7519520123799641,0.04426685989309465,0.34408919016520184,0.02082050414701858,0.5,0,2,50,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'model__max_depth': 2, 'model__n_estimators': 50, 'winsorizer__limits': (0.0, 1.0)}",0.5465116279069767,0.5991683991683991,0.5193798449612403,0.5550199573455387,0.033124483372006526,1
