mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__learning_rate,param_model__min_data_in_leaf,param_model__n_estimators,param_model__num_leaves,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.879685401916504,0.09150162992992199,0.18511255582173666,0.008830618836876886,0.5,0,0.05,20,50,5,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'model__learning_rate': 0.05, 'model__min_data_in_leaf': 20, 'model__n_estimators': 50, 'model__num_leaves': 5, 'winsorizer__limits': (0.0, 1.0)}",0.46703296703296704,0.4666666666666667,0.5172161172161173,0.4836385836385837,0.02374337261710989,1
