mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__max_depth,param_model__n_estimators,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.8964041074117024,0.08700314076022117,0.3665612538655599,0.01612419829826981,0.5,0,2,50,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'model__max_depth': 2, 'model__n_estimators': 50, 'winsorizer__limits': (0.0, 1.0)}",0.6547324748231915,0.6368514873544127,0.6356354811981441,0.6424064811252493,0.008729920130383104,1
