mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.3263943990071614,0.03594130499078229,0.18214758237202963,0.0033877352571639666,0.5,0,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'winsorizer__limits': (0.0, 1.0)}",-0.35466688907825916,-0.3532811155962059,-0.24805950930923082,-0.3186691713278986,0.049931775920274556,1
